[EgresosHistoria],[Egresos2022_24],[Mortalidad2022_24],[Estadia2022_24],[MortColumna],[EstadiaColumna]
19187,10655,"0,15692163303613327","8,447114030971376","0,15692163303613327","8,447114030971376"
