DIM_Establecimientos[establecimiento_id],DIM_Establecimientos[establecimiento_nombre],DIM_Establecimientos[Dependencia],DIM_Establecimientos[Municipio],DIM_Establecimientos[Egresos 22_24],DIM_Establecimientos[Egresos Anual 22_24],DIM_Establecimientos[Estadia Media 22_24],DIM_Establecimientos[Mortalidad 22_24],DIM_Establecimientos[Camas 22_24],DIM_Establecimientos[Ocupacion 22_24],DIM_Establecimientos[Giro 22_24],DIM_Establecimientos[Segmento],DIM_Establecimientos[Mediana LOS Dep],DIM_Establecimientos[Mediana Mort Dep],DIM_Establecimientos[LOS Ratio],DIM_Establecimientos[Mort Ratio],DIM_Establecimientos[Clasificacion Capacidad],DIM_Establecimientos[Desempeno Internacion] 
76001834,CAPS Padre Mora,Municipal,San Miguel,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
08400192,CAPS René Favaloro,Municipal,Benito Juárez,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
8400192,CAPS René Favaloro,Municipal,Benito Juárez,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
53200374,CAPS San Antonio,Municipal,Mercedes,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
22400400,CAPS San Donato,Municipal,Chivilcoy,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
51501564,CAPS San Eduardo,Municipal,Malvinas Argentinas,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
76001825,CAPS San Miguel Oeste,Municipal,San Miguel,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
46600154,CAPS San Patricio,Municipal,Lezama,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
23100124,CAPS Santa María,Municipal,Daireaux,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
76001926,CAPS Venerable Madre Camila Rolon,Municipal,San Miguel,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
6300328,CAPS Veteranos de Malvinas,Municipal,Balcarce,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
06300328,CAPS Veteranos de Malvinas,Municipal,Balcarce,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
49700648,CAPS Villa del Parque,Municipal,Luján,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
14700203,CIC Carlos Casares,Municipal,Carlos Casares,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
64400162,CIC Centro Integrador Comunitario,Municipal,Pinamar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
21800189,CIC Dr. Horacio Quintín Bo. 30 de Mayo,Municipal,Chascomús,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
65802702,CIC La Matera,Municipal,Quilmes,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
65802271,CIC La Paz,Municipal,Quilmes,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
49700362,CIC San Fermín,Municipal,Luján,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
40600001,Caps Henderson,Municipal,Hipólito Yrigoyen,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
36400012,Caps N°20,Municipal,General Rodríguez,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
36400017,Caps N°20,Nacional,General Rodríguez,0,,,,,,,Sin internacion,"8,741425180684324","0,0896213078490754",,,Excluido (no agudo),Dentro de banda
64400001,Caps de Pinamar,Municipal,Pinamar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
10500005,Casa Hogar Nuestra Señora de Luján,Municipal,Bolívar,9,"4,5",199,0,24,"0,9981818181818182","0,1875",Estadia prolongada,"3,107649896623019","0,025671042729325196","64,03552736627339",0,Excluido (no agudo),Dentro de banda
35700891,Casa de Admis. y Evaluac. C. de Arenaza,Municipal,General Pueyrredón,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
35700912,Casa de Admis. y Evaluac. R. T. Gayone,Municipal,General Pueyrredón,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
64800700,Casa de los Abuelos Por los Derechos de al Anc.,Municipal,Presidente Perón,5,"1,6666666666666667","1675,6","0,4","17,333333333333332","0,48887827148696716","0,09615384615384616",Estadia prolongada,"3,107649896623019","0,025671042729325196","539,1855761554156","15,581758957654724",Excluido (no agudo),Dentro de banda
35701293,Casa del Niño Centenario,Municipal,General Pueyrredón,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
35700971,Casa del Niño Grillito,Municipal,General Pueyrredón,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
35700866,Casa del Niño P. Albarracín,Municipal,General Pueyrredón,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
80500355,Catamarán Sanitario,Municipal,Tigre,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
58100521,Centro Integrador Comunitario,Municipal,Necochea,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
60900217,Centro Integrador Comunitario,Municipal,Pehuajó,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
31500189,Centro Integrador Comunitario (C.I.C.) Arturo Jauretche,Municipal,General Juan Madariaga,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
6300263,Centro Integrador Comunitario (C.I.C.) N°1,Municipal,Balcarce,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
06300263,Centro Integrador Comunitario (C.I.C.) N°1,Municipal,Balcarce,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
7000298,Centro Integrador Comunitario (CIC),Municipal,Baradero,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
53200269,Centro Integrador Comunitario (CIC),Municipal,Mercedes,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
07000298,Centro Integrador Comunitario (CIC),Municipal,Baradero,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
35100113,Centro Integrador Comunitario C.I.C. Mínimo,Municipal,General Pinto,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
24500393,Centro Integrador Comunitario El Dique,Municipal,Ensenada,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
56000872,Centro Integrador Comunitario La Bibiana,Municipal,Moreno,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
56000988,Centro Integrador Comunitario La Bibiana,Provincial,Moreno,949,"474,5","43,92518440463646","0,08429926238145416","67,5","0,46142068135834197","7,029629629629629",Estadia prolongada,"5,54963563866355","0,04447215295095595","7,914967263547129","1,8955516382222308",Excluido (no agudo),Peor desempeno
56000953,Centro Integrador Comunitario La Bibiana,Provincial,Moreno,8184,2728,"2,5142961876832843",0,40,"0,4514568644899263","68,2",Agudos,"5,54963563866355","0,04447215295095595","0,4530560835681766",0,Normal,Dentro de banda
58800345,Centro Integrador Comunitario Martin Callegaro,Municipal,9 de Julio,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
73500112,Centro Integrador Comunitario San Antonio de Areco,Municipal,San Antonio de Areco,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
51800132,Centro Integrador Comunitario-CIC,Municipal,Mar Chiquita,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
06300310,Centro Integrador Común II,Municipal,Balcarce,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
6300310,Centro Integrador Común II,Municipal,Balcarce,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
3501755,Centro Municipal de Cuidado Familiar Unidad Sanitaria Azul,Municipal,Avellaneda,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
39900119,Centro Municipal de Residentes de la Tercera Edad,Municipal,Guaminí,87,29,"391,7701149425287","0,06896551724137931",36,"0,948163327261688","0,8055555555555556",Estadia prolongada,"3,107649896623019","0,025671042729325196","126,06636139040387","2,686510165112883",Excluido (no agudo),Dentro de banda
1400103,Centro Municipal de Salud Nº 2  Carlos A. Gonzalez,Municipal,Adolfo Gonzales Chaves,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
01400103,Centro Municipal de Salud Nº 2  Carlos A. Gonzalez,Municipal,Adolfo Gonzales Chaves,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
25200615,Centro Municipal de rehabilitación kinesiologica,Municipal,Escobar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
35100003,Centro Nefrológico Municipal,Municipal,General Pinto,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
25200423,Centro Odont. Munic. Dr. Goñi,Municipal,Escobar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
43401347,Centro Odontológico Escuela Nº 9,Municipal,Lanús,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
63800988,Centro Odontológico Municipal Padre José María Jaime,Municipal,Pilar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
42700693,Centro Odontológico Municipal San Justo,Municipal,La Matanza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
09101121,Centro Odontológico Municipal-Berazategui,Municipal,Berazategui,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
9101121,Centro Odontológico Municipal-Berazategui,Municipal,Berazategui,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
25200555,Centro Oftalmológico Municipal Dr. Horacio López,Municipal,Escobar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
60900258,Centro Oncológico Pehuajó,Municipal,Pehuajó,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
25200288,Centro Sanitario Móvil Dr. Horacio Dupuy,Municipal,Escobar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
63800570,Centro Zoonosis,Municipal,Pilar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
45500164,Centro de Atención Primaria Dardo Décima,Municipal,Las Flores,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
23800165,Centro de Atención Primaria N° 6,Municipal,Dolores,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
39200265,Centro de Atención Primaria de la Salud  Barrio Fonavi,Municipal,General Villegas,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
2801071,Centro de Atención Primaria de la Salud  N°30 Los Pinos,Municipal,Almirante Brown,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
02801071,Centro de Atención Primaria de la Salud  N°30 Los Pinos,Municipal,Almirante Brown,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
57400122,Centro de Atención Primaria de la Salud Barrio 05 Nuestra Señora del Carmen,Municipal,Navarro,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
53200412,Centro de Atención Primaria de la Salud Barrio Marchetti,Municipal,Mercedes,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
57400131,Centro de Atención Primaria de la Salud Barrio Marín,Municipal,Navarro,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
52500170,Centro de Atención Primaria de la Salud C.I.C. Néstor Kirchner,Municipal,Marcos Paz,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
28000247,Centro de Atención Primaria de la Salud JERICÓ,Municipal,General Alvarado,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
57400106,Centro de Atención Primaria de la Salud La Blanqueada,Municipal,Navarro,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
2801039,Centro de Atención Primaria de la Salud La Esther,Municipal,Almirante Brown,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
02801039,Centro de Atención Primaria de la Salud La Esther,Municipal,Almirante Brown,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
57400114,Centro de Atención Primaria de la Salud La Laguna,Municipal,Navarro,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
11900139,Centro de Atención Primaria de la Salud Las Acacias,Municipal,Brandsen,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
11900147,Centro de Atención Primaria de la Salud Las Golondrinas,Municipal,Brandsen,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
63800987,Centro de Atención Primaria de la Salud Medicina del Deporte,Municipal,Pilar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
2801063,Centro de Atención Primaria de la Salud N°28 SAKURA,Municipal,Almirante Brown,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
02801063,Centro de Atención Primaria de la Salud N°28 SAKURA,Municipal,Almirante Brown,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
36400329,Centro de Atención Primaria de la Salud Nº18 Barrio Villa Vengochea,Municipal,General Rodríguez,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
36400328,Centro de Atención Primaria de la Salud Nº19 Barrio Bicentenario,Municipal,General Rodríguez,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
57400157,Centro de Atención Primaria de la Salud Ramón Carrillo,Municipal,Navarro,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
57400084,Centro de Atención Primaria de la Salud Sol de Mayo,Municipal,Navarro,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
52500188,Centro de Atención Primaria de la Salud Unidad Sanitaria Ambiental,Municipal,Marcos Paz,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
68600123,Centro de Atención primaria de la Salud Los Indios,Municipal,Rojas,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
28700083,Centro de Desarrollo Barrio San Antonio,Municipal,General Alvear,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
25200611,Centro de Desarrollo Infantil Temprano,Municipal,Escobar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
71400291,Centro de Dia Municipal de Salto,Municipal,Salto,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
25200458,Centro de Día Dr. René Favaloro,Municipal,Escobar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
46900352,Centro de Día Frida,Municipal,Lincoln,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
64400002,Centro de Día de Discapacidad,Municipal,Pinamar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
60900261,Centro de Día para personas con Discapacidad Mental,Municipal,Pehuajó,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
42700294,Centro de Epidemiología y Profilaxis,Municipal,La Matanza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
35702409,Centro de Especialidades Médicas Ambulatorias CEMA,Municipal,General Pueyrredón,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
35702510,Centro de Especialidades Médicas Ambulatorias CEMA,Provincial,General Pueyrredón,0,,,,,,,Sin internacion,"5,54963563866355","0,04447215295095595",,,Excluido (no agudo),Dentro de banda
35702502,Centro de Especialidades Médicas Ambulatorias CEMA,Provincial,General Pueyrredón,0,,,,,,,Sin internacion,"5,54963563866355","0,04447215295095595",,,Excluido (no agudo),Dentro de banda
35702543,Centro de Especialidades Médicas Ambulatorias CEMA,Nacional,#N/D,1711,1711,"8,79427235534775","0,11864406779661017",105,"0,6879226542688082","16,295238095238094",Agudos,"8,741425180684324","0,0896213078490754","1,0060456016691879","1,323837719445133",Normal,Dentro de banda
64400151,Centro de Hidroterapia,Municipal,Pinamar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
64400161,Centro de Hidroterapia,Municipal,Pinamar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
42700103,Centro de Medicina Física y Rehabilitación C.E.M.E.F.I.R.,Municipal,La Matanza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
42701487,Centro de Medicina del Deporte,Municipal,La Matanza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
12600572,Centro de Orientación y Asistencia en las Adicciones,Municipal,Campana,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
9101156,Centro de Rehabilitacion Dep. Municipal,Provincial,Berazategui,0,,,,,,,Sin internacion,"5,54963563866355","0,04447215295095595",,,Excluido (no agudo),Dentro de banda
09101148,Centro de Rehabilitacion Dep. Municipal,Municipal,Berazategui,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
9101148,Centro de Rehabilitacion Dep. Municipal,Municipal,Berazategui,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
65802710,Centro de Rehabilitación Dr. Julio Méndez,Municipal,Quilmes,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
63800561,Centro de Rehabilitación Pilares de Esperanza,Municipal,Pilar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
76001750,Centro de Salud 29 de Septiembre,Municipal,San Miguel,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
79100297,Centro de Salud Comunitaria Selvetti,Municipal,Tandil,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
79100408,Centro de Salud Comunitaria Villa Italia Norte,Municipal,Tandil,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
64400155,Centro de Salud Diabet-Pin,Municipal,Pinamar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
51501444,Centro de Salud Ferruccio Sábato,Municipal,Malvinas Argentinas,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
54700044,Centro de Salud Francisco A. Berra,Municipal,Monte,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
25200612,Centro de Salud Los Arenales,Municipal,Escobar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
42700413,Centro de Salud Mental Dr. M. Tisminetzky,Municipal,La Matanza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
08400184,Centro de Salud Mental Meditar,Municipal,Benito Juárez,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
8400184,Centro de Salud Mental Meditar,Municipal,Benito Juárez,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
5601957,Centro de Salud Milstein,Municipal,Bahía Blanca,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
63800910,Centro de Salud Municipal Almirante Irizar,Municipal,Pilar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
27000395,Centro de Salud Nº 1,Municipal,Ezeiza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
01400104,Centro de Salud Nº 3 Dr. Ramón Carrillo,Municipal,Adolfo Gonzales Chaves,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
1400104,Centro de Salud Nº 3 Dr. Ramón Carrillo,Municipal,Adolfo Gonzales Chaves,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
44106636,Centro de Salud Nº 44,Municipal,La Plata,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
27000182,Centro de Salud Nº 5,Municipal,Ezeiza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
27000107,Centro de Salud Nº 7,Municipal,Ezeiza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
27000280,Centro de Salud Nº3,Municipal,Ezeiza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
51800001,Centro de Salud Santa Elena,Municipal,Mar Chiquita,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
42700111,Centro de Salud Vías Respiratorias,Municipal,La Matanza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
5601821,Centro de Salud “9 de Noviembre,Municipal,Bahía Blanca,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
42701126,Centro de Zooantroponosis Dr. José Reboredo,Municipal,La Matanza,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
75601936,Centro de desarrollo infantil y estimulación temprana  Dra. Ana Menendez- El Nido,Municipal,San Isidro,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
38500002,Centro de día Despertar,Municipal,General Viamonte,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
61600085,Centro de día Pellegrini,Municipal,Pellegrini,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
76300865,"Centro de medicina preventiva ""Zona Norte""",Municipal,San Nicolás,3842,"1280,6666666666667","1,002342529932327","0,0002602811035918792",8,"0,43931097421857174","160,08333333333334",Agudos,"3,107649896623019","0,025671042729325196","0,3225403643510615","0,010139093543502552",Normal,Dentro de banda
10500350,Centro de salud municipal Barrio Colombo,Municipal,Bolívar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
10500307,Centro de salud municipal Dr. Renee Favaloro,Municipal,Bolívar,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
1400031,Clinica y maternidad Municipal Adolfo Gonzales Chaves,Municipal,Adolfo Gonzales Chaves,365,"121,66666666666667","5,553424657534246","0,049315068493150684",21,"0,09071949947862357","5,7936507936507935",Agudos,"3,107649896623019","0,025671042729325196","1,787017470522973","1,921038775601267",Subutilizado,Peor desempeno
01400031,Clinica y maternidad Municipal Adolfo Gonzales Chaves,Municipal,Adolfo Gonzales Chaves,,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
67900174,Complejo de Abuelos Comunitario Integrador Huellas,Municipal,Rivadavia,167,"55,666666666666664","328,08383233532936","0,11976047904191617",72,"0,8364507299270073","0,7731481481481481",Estadia prolongada,"3,107649896623019","0,025671042729325196","105,57297097457706","4,665197292710995",Excluido (no agudo),Dentro de banda
27400239,Consultorio Antirrábico Humano,Municipal,Florencio Varela,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
58100001,Consultorio Integral en Adolescencia,Municipal,Necochea,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
74900180,Consultorio Médico Municipal,Municipal,San Fernando,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
76000248,Consultorio Móvil (CAPS),Municipal,#N/D,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
76000045,Consultorio Móvil (CAPS),Municipal,San Miguel,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
74900465,Consultorio Móvil de Salud Escolar,Municipal,San Fernando,0,,,,,,,Sin internacion,"3,107649896623019","0,025671042729325196",,,Excluido (no agudo),Dentro de banda
