GBA_Rendimientos[anio],GBA_Rendimientos[dependencia],GBA_Rendimientos[establecimiento_id],GBA_Rendimientos[region_sanitaria],GBA_Rendimientos[municipio_id],GBA_Rendimientos[municipio_nombre],GBA_Rendimientos[establecimiento_nombre],GBA_Rendimientos[consultas_odontologicas],GBA_Rendimientos[consultas_medicas],GBA_Rendimientos[consultas_paramedicas],GBA_Rendimientos[interconsultas],GBA_Rendimientos[egresos],GBA_Rendimientos[dias_camas_disponible],GBA_Rendimientos[promedio_camas_disponibles],GBA_Rendimientos[pacientes_dias],GBA_Rendimientos[porcentaje_ocupacion],GBA_Rendimientos[giro_de_camas],GBA_Rendimientos[dias_estadia],GBA_Rendimientos[promedio_dias_estadia],GBA_Rendimientos[defunciones],GBA_Rendimientos[tasa_mortalidad_hospitalaria],GBA_Rendimientos[columna_extra],GBA_Rendimientos[Fecha] 
2012,Municipal,,V,060760,San Miguel,Centro de Salud Bella Vista Norte,1249,11244,2830,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060760,San Miguel,Centro de Salud UFO,4992,30254,7090,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060760,San Miguel,Centro de Salud Dr. A. Sabín,1052,9790,3182,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060760,San Miguel,Centro de Salud Dr. René Favaloro,3998,10686,2191,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2017,Municipal,,V,060760,San Miguel,Centro de Salud Dr. R. Matera,2331,19100,9785,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2017,Municipal,,V,060760,San Miguel,Centro de Salud Dra. M. Antoniazzi,3156,11140,8530,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2017,Municipal,,V,060760,San Miguel,Centro de Salud Pte. J. D. Perón,1492,18837,6350,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2017,Municipal,,V,060760,San Miguel,Centro de Salud Dr. F. Laloir,1514,22300,8191,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2017,Municipal,,V,060760,San Miguel,Centro de Salud Bella Vista Norte,1281,21261,6460,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2017,Municipal,,V,060760,San Miguel,Centro de Salud UFO,2123,19196,5963,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2017,Municipal,,V,060760,San Miguel,Centro de Salud Dr. A. Sabín,1559,14451,4877,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2017,Municipal,,V,060760,San Miguel,Centro de Salud Dr. René Favaloro,1599,12050,2241,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2017,Municipal,,V,060760,San Miguel,CAPS Centro Integrador Comunitario - CIC - Maria Lobato,3153,24130,8685,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2017,Municipal,,V,060760,San Miguel,CAPS Padre Mora,1585,13721,3553,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2009,Municipal,,V,060760,San Miguel,Centro Materno Infantil Nº 1 Bella Vista,279,67185,8209,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060760,San Miguel,Centro de Salud Pte. J. D. Perón,2250,7684,2775,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060760,San Miguel,Centro de Salud R. Podestá,2270,10129,4666,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060760,San Miguel,Centro de Salud Dr. F. Laloir,2090,9837,3550,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060760,San Miguel,Centro de Salud UFO,4732,20437,4774,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060760,San Miguel,Centro de Salud Dr. René Favaloro,456,4726,1839,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2014,Municipal,,V,060760,San Miguel,Centro de Salud Dr. R. Matera,3316,35872,9029,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2014 00:00:00
2014,Municipal,,V,060760,San Miguel,Centro de Salud Dra. M. Antoniazzi,3064,30218,10588,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2014 00:00:00
2014,Municipal,,V,060760,San Miguel,Centro de Salud Pte. J. D. Perón,3031,23903,5143,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2014 00:00:00
2014,Municipal,,V,060760,San Miguel,Centro de Salud R. Podestá,4844,30877,10618,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2014 00:00:00
2014,Municipal,,V,060760,San Miguel,Centro de Salud Dr. F. Laloir,3174,23370,5801,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2014 00:00:00
2014,Municipal,,V,060760,San Miguel,Centro de Salud Bella Vista Norte,1930,14221,6493,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2014 00:00:00
2014,Municipal,,V,060760,San Miguel,Centro de Salud UFO,5266,27871,6106,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2014 00:00:00
2014,Municipal,,V,060760,San Miguel,Centro de Salud Dr. A. Sabín,1579,14141,2952,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2014 00:00:00
2014,Municipal,,V,060760,San Miguel,Centro de Salud Dr. René Favaloro,2680,15419,2096,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2014 00:00:00
2011,Municipal,,V,060760,San Miguel,Centro de Salud Dr. R. Matera,3012,12169,5586,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060760,San Miguel,Centro de Salud Pte. J. D. Perón,2267,19465,3246,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060760,San Miguel,Centro de Salud R. Podestá,7634,23812,7859,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060760,San Miguel,Centro de Salud Dr. F. Laloir,3215,11804,5905,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060760,San Miguel,Centro de Salud Bella Vista Norte,1057,9328,1635,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060760,San Miguel,Centro de Salud UFO,7155,28948,5588,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060760,San Miguel,Centro de Salud Dr. A. Sabín,2515,8181,2393,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060760,San Miguel,Centro de Salud Dr. René Favaloro,3785,8879,1535,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2008,Municipal,,V,060760,San Miguel,Centro de Salud R. Podestá,186,11371,1451,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2016,Municipal,,V,060760,San Miguel,Centro de Salud Dr. R. Matera,3399,20820,10855,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2016,Municipal,,V,060760,San Miguel,Centro de Salud Dra. M. Antoniazzi,3405,10829,8531,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2016,Municipal,,V,060760,San Miguel,Centro de Salud Pte. J. D. Perón,1665,19229,4992,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2016,Municipal,,V,060760,San Miguel,Centro de Salud Dr. F. Laloir,1822,23334,5929,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2016,Municipal,,V,060760,San Miguel,Centro de Salud Bella Vista Norte,1391,20972,5817,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2016,Municipal,,V,060760,San Miguel,Centro de Salud UFO,1727,19560,4660,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2016,Municipal,,V,060760,San Miguel,Centro de Salud Dr. A. Sabín,1626,14340,4486,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2016,Municipal,,V,060760,San Miguel,Centro de Salud Dr. René Favaloro,1948,12329,1311,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2016,Municipal,,V,060760,San Miguel,CAPS Centro Integrador Comunitario - CIC - Maria Lobato,3323,24371,7582,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2016,Municipal,,V,060760,San Miguel,CAPS Padre Mora,1948,13075,3521,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2010,Municipal,,V,060760,San Miguel,Centro de Salud Dr. A. Sabín,2121,4766,1589,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060760,San Miguel,Centro de Salud Dr. F. Laloir,3191,12990,5144,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060760,San Miguel,Centro de Salud Dr. R. Matera,2616,11466,5253,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060760,San Miguel,Centro de Salud Dr. René Favaloro,911,13060,1909,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060760,San Miguel,Centro de Salud Pte. J. D. Perón,13080,13819,3043,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060760,San Miguel,Centro de Salud R. Podestá,6291,18580,6663,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060760,San Miguel,Centro de Salud UFO,7605,35042,7419,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2013,Municipal,,V,060760,San Miguel,Centro de Salud Dr. R. Matera,3362,34397,8821,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2013,Municipal,,V,060760,San Miguel,Centro de Salud Dra. M. Antoniazzi,1041,30710,7306,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2013,Municipal,,V,060760,San Miguel,Centro de Salud Pte. J. D. Perón,1700,28883,6033,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2013,Municipal,,V,060760,San Miguel,Centro de Salud R. Podestá,7066,29363,10295,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2013,Municipal,,V,060760,San Miguel,Centro de Salud Dr. F. Laloir,2407,24723,5728,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2013,Municipal,,V,060760,San Miguel,Centro de Salud Bella Vista Norte,1239,16150,3607,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2013,Municipal,,V,060760,San Miguel,Centro de Salud UFO,5254,29928,6253,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2013,Municipal,,V,060760,San Miguel,Centro de Salud Dr. A. Sabín,813,15555,3166,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2013,Municipal,,V,060760,San Miguel,Centro de Salud Dr. René Favaloro,3525,15927,2754,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2005,Municipal,,V,060515,Malvinas Argentinas,Unidad Sanitaria Quesada Pacheco,3067,76722,2292,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060515,Malvinas Argentinas,Unidad Sanitaria Santa María,595,72840,2240,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060515,Malvinas Argentinas,Unidad Sanitaria Tierras Altas,5533,85587,2200,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060515,Malvinas Argentinas,Unidad Sanitaria El Primaveral,3322,65162,1677,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060515,Malvinas Argentinas,Unidad Sanitaria Km. 30,3150,78509,6026,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060515,Malvinas Argentinas,Unidad Sanitaria 11 de Febrero,319,63967,1089,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Los Angeles,69,61585,92,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Quesada Pacheco,1526,79442,619,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional El Sol,874,62962,103,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Santa María,446,63568,480,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Tierras Altas,426,71589,263,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional El Primaveral,1075,79546,59,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional 25 de Mayo,199,59276,123,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional General Belgrano,260,74933,352,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Parque Alvear,129,69149,456,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Km. 30,1108,103824,1183,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Ampliación Devoto,130,23005,9207,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2007,Municipal,,V,060515,Malvinas Argentinas,Centro de Medicina del Deporte,1411,78432,3714,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2007 00:00:00
2012,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Quesada Pacheco,104,54397,126,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Santa María,416,37366,44,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional 25 de Mayo,567,43964,198,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Parque Alvear,351,44961,114,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Km. 30,275,46324,326,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060515,Malvinas Argentinas,Centro de Salud San Calal,204,39173,151,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Ampliación Devoto,109,58099,92480,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060515,Malvinas Argentinas,Centro de Medicina del Deporte,525,57023,152,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060515,Malvinas Argentinas,Centro de Salud Ferruccio Sábato,117,24604,28,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2012,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Pueblo Chico Club Social y Polideportivo Grand Bourg,130,29590,483,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2012 00:00:00
2017,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Pueblo Chico Club Social y Polideportivo Grand Bourg,7154,21249,5880,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2017 00:00:00
2009,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Quesada Pacheco,447,67059,471,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Santa María,139,59931,121,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Tierras Altas,620,67088,625,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional General Belgrano,112,52228,375,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Parque Alvear,421,65488,193,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Km. 30,64,84765,311,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Ampliación Devoto,434,40074,11121,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Tte. Ibañez,130,34027,19,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2009,Municipal,,V,060515,Malvinas Argentinas,Centro de Medicina del Deporte,516,88465,4446,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2009 00:00:00
2014,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Ampliación Devoto,52,31853,52552,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2014 00:00:00
2008,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Quesada Pacheco,1020,66460,553,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2008,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Santa María,182,79046,159,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2008,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Tierras Altas,636,78523,429,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2008,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional El Primaveral,388,54848,40,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2008,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional General Belgrano,156,69781,333,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2008,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Parque Alvear,662,72436,226,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2008,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Km. 30,774,111216,1677,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2008,Municipal,,V,060515,Malvinas Argentinas,Centro de Salud Solar del Norte,52,26839,19,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2008,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Ampliación Devoto,633,35389,19582,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2008,Municipal,,V,060515,Malvinas Argentinas,Centro de Medicina del Deporte,1430,86840,4332,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2008 00:00:00
2016,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Pueblo Chico Club Social y Polideportivo Grand Bourg,5098,15058,4284,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2016 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Quesada Pacheco,175,68746,247,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Santa María,455,48263,152,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Tierras Altas,599,54016,10,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional 25 de Mayo,340,36660,207,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional General Belgrano,468,58553,19,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Parque Alvear,525,58676,276,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Km. 30,238,55070,439,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Centro de Salud San Calal,414,53875,10,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Ampliación Devoto,382,55997,57156,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Centro de Medicina del Deporte,317,71644,436,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2011,Municipal,,V,060515,Malvinas Argentinas,Centro de Salud Ferruccio Sábato,156,30342,168,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2011 00:00:00
2006,Municipal,,V,060515,Malvinas Argentinas,Unidad Sanitaria Quesada Pacheco,815,53774,1436,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2006 00:00:00
2006,Municipal,,V,060515,Malvinas Argentinas,Unidad Sanitaria El Primaveral,991,55431,1152,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2006 00:00:00
2006,Municipal,,V,060515,Malvinas Argentinas,Unidad Sanitaria Km. 30,894,56656,2700,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2006 00:00:00
2010,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Ampliación Devoto,684,38325,19825,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Santa María,469,54751,141,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060515,Malvinas Argentinas,Centro de Medicina del Deporte,520,87054,4140,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional General Belgrano,628,64705,349,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Km. 30,161,77633,293,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Parque Alvear,151,54444,53,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Quesada Pacheco,343,59646,383,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2010,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional Tierras Altas,259,60920,214,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2010 00:00:00
2013,Municipal,,V,060515,Malvinas Argentinas,Unidad Funcional 11 de Febrero,283,41762,22,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2013,Municipal,,V,060515,Malvinas Argentinas,Centro Asistencial Ampliación Devoto,160,62233,140067,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2013 00:00:00
2015,Municipal,,V,060882,Zárate,Unidad Sanitaria de Lima,6971,62629,10286,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2015 00:00:00
2015,Municipal,,V,060882,Zárate,Unidad Sanitaria San Martín de Porres,6216,52729,10236,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2015 00:00:00
2015,Municipal,,V,060882,Zárate,Sala de Primeros Auxilios Villa Eugenia,2936,17712,5058,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2015 00:00:00
2015,Municipal,,V,060882,Zárate,Sala de Primeros Auxilios Dr. P. Marina,2581,19215,5646,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2015 00:00:00
2015,Municipal,,V,060882,Zárate,Sala de Primeros Auxilios Dr. Leloir,5198,13512,6047,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2015 00:00:00
2015,Municipal,,V,060882,Zárate,Unidad Sanitaria CO-VE-PAN,5153,46876,10013,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2015 00:00:00
2005,Municipal,,V,060252,Escobar,Sala de Primeros Auxilios Ing. Maschwitz,1358,62466,3092,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060252,Escobar,Centro de Salud Dr. Resio Garin,2928,106143,9083,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060252,Escobar,Sala de Primeros Auxilios H. Canesi Matheu,1016,47477,3523,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060252,Escobar,Unidad Sanitaria Eva Perón,3691,54088,3542,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060252,Escobar,Sala de Primeros Auxilios Loma Verde,893,19433,1198,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060252,Escobar,Unidad Sanitaria Juan Selles,1143,29066,1823,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060252,Escobar,Centro de Salud Alfredo Vilar,3586,55579,3806,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060252,Escobar,Centro de Salud Perif. C. Menem Juniors,1249,39235,3681,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060266,Exaltación De La Cruz,Sala de Primeros Auxilios M. Cruz,2498,31296,4097,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060266,Exaltación De La Cruz,Sala de Primeros Auxilios Los Cardales,4329,59201,4827,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060412,José C. Paz,Unidad Sanitaria Barrio Las Acacias,2632,15043,468,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060412,José C. Paz,Unidad Sanitaria Sagrada Familia,1251,14926,767,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060412,José C. Paz,Unidad Sanitaria Zona Norte,1551,12750,1757,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060560,Moreno,Unidad Sanitaria Nº 1,2266,16931,4193,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060560,Moreno,Unidad Sanitaria Nº 2,888,10344,2868,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
2005,Municipal,,V,060560,Moreno,Unidad Sanitaria Nº 5,1561,5616,1490,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2005 00:00:00
