GBA_Rendimientos[anio],GBA_Rendimientos[dependencia],GBA_Rendimientos[establecimiento_id],GBA_Rendimientos[region_sanitaria],GBA_Rendimientos[municipio_id],GBA_Rendimientos[municipio_nombre],GBA_Rendimientos[establecimiento_nombre],GBA_Rendimientos[consultas_odontologicas],GBA_Rendimientos[consultas_medicas],GBA_Rendimientos[consultas_paramedicas],GBA_Rendimientos[interconsultas],GBA_Rendimientos[egresos],GBA_Rendimientos[dias_camas_disponible],GBA_Rendimientos[promedio_camas_disponibles],GBA_Rendimientos[pacientes_dias],GBA_Rendimientos[porcentaje_ocupacion],GBA_Rendimientos[giro_de_camas],GBA_Rendimientos[dias_estadia],GBA_Rendimientos[promedio_dias_estadia],GBA_Rendimientos[defunciones],GBA_Rendimientos[tasa_mortalidad_hospitalaria],GBA_Rendimientos[columna_extra],GBA_Rendimientos[Fecha] 
2020,Municipal,21800103,XI,060218,Chascomús,Unid. Sanit. Bo. El Porteño,0,1497,286,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,21800120,XI,060218,Chascomús,Unid. Sanit. Roque Carranza,0,1733,453,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,21800138,XI,060218,Chascomús,Unid. Sanit. Bo. Iporá,0,1289,384,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400057,X,060224,Chivilcoy,Dispensario R. Biaus,0,1971,103,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400154,X,060224,Chivilcoy,Dispensario Mariano Moreno,0,10307,575,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400162,X,060224,Chivilcoy,Dispensario Gorostiaga,0,358,17,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400197,X,060224,Chivilcoy,Dispensario Benítez,0,109,10,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400219,X,060224,Chivilcoy,Dispensario Bo. El Pito,0,5344,4614,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400251,X,060224,Chivilcoy,Dispensario Bo. Rigone,0,1063,564,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400260,X,060224,Chivilcoy,Dispensario José Ingenieros,0,2009,127,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400278,X,060224,Chivilcoy,Dispensario Bo. San José,0,12457,2946,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400294,X,060224,Chivilcoy,Dispensario Emilio Ayarza,0,202,8,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400326,X,060224,Chivilcoy,Dispensario Nueva Aurora,0,13183,199,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400341,X,060224,Chivilcoy,Dispensario Palemón Huergo,0,184,16,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,22400400,X,060224,Chivilcoy,CAPS San Donato,0,11644,1137,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,23800075,XI,060238,Dolores,Sala de Atenc. Primaria N° 1,0,33457,770,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,23800083,XI,060238,Dolores,Sala de Atenc. Primaria N° 2 Dr. César Uliana,0,33851,567,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,23800091,XI,060238,Dolores,Sala de Atenc. Primaria N° 3,0,29445,2707,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,28000123,VIII,060280,General Alvarado,C.A.P.S. Bo. Parque Bristol,0,771,27,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,28000131,VIII,060280,General Alvarado,C.A.P.S. Bo. Belgrano,0,2708,437,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,28000140,VIII,060280,General Alvarado,C.A.P.S. Bo. Oeste,0,4092,376,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,29400010,III,060294,General Arenales,Unid. Sanit. Arribeños,0,8347,466,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,30100089,XI,060301,General Belgrano,Unid. Sanit. Ricardo Callegari,0,11042,1869,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,31500102,VIII,060315,General Juan Madariaga,C.A.P.S. Bo. Belgrano,0,30253,11559,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,31500111,VIII,060315,General Juan Madariaga,C.A.P.S. Bo. Norte,0,27275,11879,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,31500129,VIII,060315,General Juan Madariaga,C.A.P.S. Bo. San Martín,0,20977,10012,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,31500189,VIII,060315,General Juan Madariaga,Centro Integrador Comunitario (C.I.C.) Arturo Jauretche,0,13937,9749,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,32200056,IX,060322,General La Madrid,Unid. Sanit. Las Martinetas,0,2333,15,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,32200072,IX,060322,General La Madrid,Unid. Sanit. Villa Florida,0,2003,83,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,32200099,IX,060322,General La Madrid,Unid. Sanit. Bo. Fonavi,0,3257,235,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,32200102,IX,060322,General La Madrid,Unid. Sanit. Pontaut,0,752,67,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,32200111,IX,060322,General La Madrid,Unid. de Atenc. Primaria Bo Autogestión Constructiva,0,5925,92,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,32200129,IX,060322,General La Madrid,Sala de Atención Prim. Barrio Chino,0,1680,207,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,34300066,XI,060343,General Paz,Sala Barrio Nuevo,0,1033,17,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,35700513,VIII,060357,General Pueyrredón,Unid. de Salud Mental Jara,0,1493,1501,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,35700734,VIII,060357,General Pueyrredón,Unid. Sanit. Faro Norte,0,5049,795,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,35700891,VIII,060357,General Pueyrredón,Casa de Admis. y Evaluac. C. de Arenaza,0,136,47,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,35700904,VIII,060357,General Pueyrredón,Hogar Francisco Scarpatti,0,55,612,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,35700912,VIII,060357,General Pueyrredón,Casa de Admis. y Evaluac. R. T. Gayone,0,115,1091,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,35700971,VIII,060357,General Pueyrredón,Casa del Niño Grillito,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,35701315,VIII,060357,General Pueyrredón,Programa Casa de los Amigos,0,15,168,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,35701323,VIII,060357,General Pueyrredón,División de Superv. Ctro. Recr. Asist.,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,35701498,VIII,060357,General Pueyrredón,Unid. Sanit. Aeroparque,0,2941,81,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,39900045,I,060399,Guaminí,Unid. Sanit. Garré,0,5925,800,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,40600055,II,060406,Hipólito Yrigoyen,Sala de Pros. Aux. Eva Perón,0,10030,1386,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300012,III,060413,Junín,Unid. Sanit. Agustina,0,5594,287,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300021,III,060413,Junín,Unid. Sanit. Fortín Tiburcio,0,7179,522,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300080,III,060413,Junín,Unid. Sanit. Safocarda,0,5313,111,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300128,III,060413,Junín,Unid. Sanit. A.  Roca,0,7885,996,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300241,III,060413,Junín,Unid. Sanit. Morse,0,7947,716,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300250,III,060413,Junín,Unid. Sanit. N° 3 Prado Español,0,11230,1215,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300268,III,060413,Junín,Unid. Sanit. N° 2 Loreto,0,13678,20,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300276,III,060413,Junín,Unid. Sanit. N° 1 del Carmen,0,10280,912,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300284,III,060413,Junín,Unid. Sanit. N° 5 San Jorge,0,23777,1145,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300292,III,060413,Junín,Unid. Sanit. N° 4 Emilio Mitre,0,17196,1416,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300497,III,060413,Junín,Unid. Sanit. Nº 6 Bo. Norte,0,13377,1032,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300519,III,060413,Junín,Unid. Sanit. N° 8 Va. del Parque,0,7927,1369,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300535,III,060413,Junín,Unid. Sanit. Nº 10 Bo. Ferroviario,0,12329,1290,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300551,III,060413,Junín,Unid. Sanit. Nº 9 Los Almendros,0,5746,1341,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,41300594,III,060413,Junín,Unid. Sanit. Balneario Municipal,0,7697,807,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42000110,VIII,060420,La Costa,Unid. Sanit. Aguas Verdes,0,2269,220,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42000136,VIII,060420,La Costa,C.A.P.S. Costa Azul,0,3883,696,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42000233,VIII,060420,La Costa,Ctro. Médico Bo. Juan XXIII,0,1498,1362,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42000250,VIII,060420,La Costa,C.A.P.S. Bo. Las Quintas,0,13277,8006,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42000268,VIII,060420,La Costa,C.A.P.S. San Bernardo,0,4200,760,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42000276,VIII,060420,La Costa,C.A.P.S. Bo. P. J. Rocco,0,1207,308,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42000292,VIII,060420,La Costa,Ctro. Comunitario B° Parque Golf,0,3517,948,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42000306,VIII,060420,La Costa,C.A.P.S. Bo. Barrio San Martín,0,1392,956,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42000314,VIII,060420,La Costa,C.A.P.S. Villa Clelia,0,3900,906,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42000331,VIII,060420,La Costa,C.A.P.S. B° Chino,0,4796,717,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42700103,XII,060427,La Matanza,Centro de Medicina Física y Rehabilitación C.E.M.E.F.I.R.,0,20925,18266,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42700111,XII,060427,La Matanza,Centro de Salud Vías Respiratorias,0,13642,5330,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42700413,XII,060427,La Matanza,Centro de Salud Mental Dr. M. Tisminetzky,0,15308,11925,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42700758,XII,060427,La Matanza,Sala de Salud Santos Vega,0,9907,324,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42700782,XII,060427,La Matanza,Sala de 1º Auxilios Roque Pérez 20 de Junio,0,9736,133,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42700855,XII,060427,La Matanza,Sala de Salud Malvinas Argentinas,0,2642,106,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42700871,XII,060427,La Matanza,Sala de Salud Esperanza González Catán,0,10795,1026,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42700898,XII,060427,La Matanza,Sala de Salud J. Hernández Va. Celina - La Salada,0,7953,1600,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701185,XII,060427,La Matanza,Unidad Sanitaria El Tambo,0,8089,779,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701312,XII,060427,La Matanza,Unidad Sanitaria San José Obrero,0,12076,2181,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701347,XII,060427,La Matanza,Hospital Móvil Municipal Las Casitas,0,10131,701,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701371,XII,060427,La Matanza,Puesto Fijo Monseñor Bufano - Latino Awerich,0,10413,2901,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701380,XII,060427,La Matanza,Hospital Móvil Don Juan Escuela Nº 32,0,12757,2547,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701479,XII,060427,La Matanza,Unidad Sanitaria Padre Mario,0,4787,522,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701495,XII,060427,La Matanza,Puesto Fijo La Foresta,0,10681,441,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701533,XII,060427,La Matanza,Puesto Fijo Arcos del Mirador,0,9097,62,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701541,XII,060427,La Matanza,Sala de Salud Sabín,0,9896,2991,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701614,XII,060427,La Matanza,Dirección de Tránsito,0,16600,6783,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701665,XII,060427,La Matanza,Sala de 1º Auxilios Los Alamos,0,10216,2911,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701679,XII,060427,La Matanza,Unidad de 1º Auxilios Barrio Nicoll,0,10111,1106,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701752,XII,060427,La Matanza,Sala de Salud San Pedro Virrey del Pino,0,10151,157,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701776,XII,060427,La Matanza,Unidad Sanitaria El Torero,0,10075,1650,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701793,XII,060427,La Matanza,Unidad Sanitaria Villegas,0,6088,423,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,42701801,XII,060427,La Matanza,Sala Dr. Miqueleiz (Independencia),0,9736,955,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,44102157,XI,060441,La Plata,Ctro. de Salud Nº 30,0,32265,4627,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,44102165,XI,060441,La Plata,Ctro. de Prev. VIH/SIDA y Enf. de T. Sexual Ctro.N° 13,0,25046,1345,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,44102327,XI,060441,La Plata,Ctro. de Salud Nº 33,0,37169,1611,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,45500130,IX,060455,Las Flores,Unid. Sanit. Bo. 25 de Mayo,0,6400,146,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,45500148,IX,060455,Las Flores,Unid. Sanit. Bo. Solidaridad,0,6297,38,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,46900034,III,060469,Lincoln,Unid. Sanit. Carlos Salas,0,2126,7,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,47600131,VIII,060476,Lobería,Unid. Sanit. Virgen de Itatí Escuela N° 3,0,9448,559,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,50500178,XI,060505,Magdalena,Ctro. Comunitario Roberto Payró,0,2129,3970,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,50500194,XI,060505,Magdalena,Ctro. de Salud Empalme Magdalena,0,5973,3569,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,53200129,X,060532,Mercedes,C.A.P.S. Martín Güemes,0,3874,1358,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,53200137,X,060532,Mercedes,C.A.P.S. San Martín,0,952,1810,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,53200153,X,060532,Mercedes,C.A.P.S. H. Irigoyen,0,1834,1499,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,53200161,X,060532,Mercedes,C.A.P.S. San Francisco,0,1978,1345,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,53200188,X,060532,Mercedes,C.A.P.S. Trocha,0,2348,1116,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,53200196,X,060532,Mercedes,C.A.P.S. Peñaloza,0,1439,74,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,53200200,X,060532,Mercedes,C.A.P.S. F. Quiroga,0,1906,1504,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,53200251,X,060532,Mercedes,CAPS Los Duraznos,0,2731,1403,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,53200366,X,060532,Mercedes,C.A.P.S. Los Robles,0,1016,1412,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,53200374,X,060532,Mercedes,CAPS San Antonio,0,1916,1146,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,54700061,XI,060547,Monte,Unid. Sanit. Zenón Videla Dorna,0,370,116,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,55300122,I,060553,Monte Hermoso,C.A.P.S Polideportivo Municipal M. Hermoso,0,1935,1304,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,58100203,VIII,060581,Necochea,Ctro. Periférico Nº 1,0,4630,5000,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,58100238,VIII,060581,Necochea,Ctro. de Salud Bo. Norte,0,4785,4015,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,58100289,VIII,060581,Necochea,Ctro. de Salud Seis  Esquinas,0,1735,3562,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,58100394,VIII,060581,Necochea,Ctro. de Salud Bo. 9 de Julio,0,5191,18787,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,58800230,II,060588,9 de Julio,Unid. Sanit. Bo. Parque  J. de  Vedia,0,5130,1055,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,58800302,II,060588,9 de Julio,Sala de Pros. Aux. Dr. Albert Sabín,0,6279,954,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,59500094,IX,060595,Olavarría,Unid. Sanit. Nº 3 Amoroso,0,1469,339,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,59500451,IX,060595,Olavarría,Unid. Sanit. Nº 6 12 de Octubre,0,5403,56,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,59500582,IX,060595,Olavarría,Unid. Sanit. N° 16 Va. Magdalena,0,2074,301,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,59500647,IX,060595,Olavarría,Unid. Sanit. N° 23 Belén,0,3048,63,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,59500663,IX,060595,Olavarría,Unid. Sanit. N° 25 ACUPO,0,2021,45,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,60900110,II,060609,Pehuajó,C.A.P.S. Dr. Raúl Peláez,0,2064,391,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,60900144,II,060609,Pehuajó,C.A.P.S. El Cerrito,0,2249,368,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,60900187,II,060609,Pehuajó,C.A.P.S. Don Domingo,0,2117,244,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,62300292,IV,060623,Pergamino,Ctro. de Atenc. Primaria John Kennedy,0,6040,3260,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,62300306,IV,060623,Pergamino,Ctro. de Atenc. Primaria Dra. S. Fernández,0,4295,2450,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,62300322,IV,060623,Pergamino,Ctro. de Atenc. Primaria 12 de Octubre,0,8736,4347,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,62300331,IV,060623,Pergamino,Ctro. de Atenc. Primaria Villa Alicia,0,5500,5362,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,63000039,XI,060630,Pila,Unid. Sanit. Casalins,0,487,35,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,64400073,VIII,060644,Pinamar,Sala de Pros. Aux. Ostende,0,14700,6289,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,64400155,VIII,060644,Pinamar,Centro de Salud Diabet-Pin,0,4112,1605,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,64800025,XI,060648,Presidente Perón,C.A.P.S. Guernica,0,58850,28048,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,64800068,XI,060648,Presidente Perón,C.A.P.S. Va. Numancia,0,63547,22619,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,64800084,XI,060648,Presidente Perón,C.A.P.S. Parque Americano,0,64604,27459,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,64800114,XI,060648,Presidente Perón,C.A.P.S. San Martín,0,55382,25191,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,64800298,XI,060648,Presidente Perón,C.A.P.S. América Unida A. Ilia,0,55148,26945,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,64800484,XI,060648,Presidente Perón,C.A.P.S. La Lata,0,13894,9690,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,64800742,XI,060648,Presidente Perón,C.A.P.S. Dr. R. Matera,0,62146,26218,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,65100090,I,060651,Puán,Unid. Sanit. San Germán,0,2327,72,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,65100120,I,060651,Puán,Equipo Móvil de Salud,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,65500755,XI,060655,Punta Indio,Unid. Sanit. Alvarez Jonte,0,20346,513,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,66500148,IV,060665,Ramallo,Unid. Sanit. Dr. S. Cucurullú,0,1649,14,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,67200067,IX,060672,Rauch,Ctro. Comunitario N° 1,0,4964,1172,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,67200083,IX,060672,Rauch,Ctro. Comunitario N° 2,0,3448,416,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,67200091,IX,060672,Rauch,Ctro. Comunitario N° 3,0,3096,603,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,67900115,II,060679,Rivadavia,Dispensario Munic. N° 3 Dr. H. Nieto,0,3807,211,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,68600018,IV,060686,Rojas,C.A.P.S. Carabelas,0,9462,292,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,70000036,I,060700,Saavedra,Hosp. Psiquiátrico de Pigüé,0,1966,2117,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,71400020,IV,060714,Salto,Unid. Sanit. Gahan,0,3453,218,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,71400038,IV,060714,Salto,Unid. Sanit. Inés Indart,0,5357,298,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
2020,Municipal,71400178,IV,060714,Salto,Ctro. de Atenc. Primaria Bo. Trocha,0,5200,6807,0,0,0,0,0,0,0,0,0,0,0,0,1/1/2020 00:00:00
