anio,dependencia,establecimiento_id,region_sanitaria,municipio_id,municipio_nombre,establecimiento_nombre,consultas_odontologicas,consultas_medicas,consultas_paramedicas,interconsultas,egresos,dias_camas_disponible,promedio_camas_disponibles,pacientes_dias,porcentaje_ocupacion,dias_estadia,promedio_dias_estadia,defunciones,giro_de_camas,tasa_mortalidad_hospitalaria
2024,Municipal,46200121,III,6462,Leandro N. Alem,Unid. Sanit. Bo. El Humo,,3.043,,,,,,,,,,,,
2024,Municipal,46200130,III,6462,Leandro N. Alem,Hogar de Ancianos de Vedia,,,,,41,18.3,50,14.021,"76,6","0,8",7,"170,7",2,"4,9"
2024,Municipal,46200148,III,6462,Leandro N. Alem,Hogar Geriátrico Beatus Vir,,,,,25,7.32,20,7.1,"97,0","1,2",7.724,"309,0",0,"0,0"
2024,Municipal,46200156,III,6462,Leandro N. Alem,Hogar para Personas con Capacidades Diferentes,,,,,4,8.052,22,7.316,"90,9","0,2",1.118,"279,5",0,"0,0"
2024,Municipal,46200164,III,6462,Leandro N. Alem,Hogar de Ancianos L. N. Alen,,,,,7,4.392,12,3.154,"71,8","0,6",1.511,"215,9",0,"0,0"
2024,Municipal,46900018,III,6469,Lincoln,Unid. Sanit. P. Lacau,661,3.965,606,,41,4.392,12,3.293,"75,0","3,4",998,"24,3",4,"9,8"
2024,Municipal,46900026,III,6469,Lincoln,Unid. Sanit. de Bayauca,133,6.668,440,,,,,,,,,,,
2024,Municipal,46900034,III,6469,Lincoln,Unid. Sanit. Carlos Salas,0,1.423,70,,,,,,,,,,,
2024,Municipal,46900051,III,6469,Lincoln,Unid. Sanit. El Triunfo,310,6.206,469,,119,3.294,9,2.41,"73,2","13,2",1.069,"9,0",6,"5,0"
2024,Municipal,46900085,III,6469,Lincoln,Hosp.Subz. Munic. Dr. R. O. Miravalle,5.498,82.263,15.452,,4.455,42.09,115,25.045,"59,5","38,6",14.263,"3,2",121,"2,7"
2024,Municipal,46900093,III,6469,Lincoln,Unid. Sanit. M. de Hoz,651,5.329,634,,55,3.294,9,2.576,"78,2","6,1",992,"18,0",4,"7,3"
2024,Municipal,46900107,III,6469,Lincoln,Unid. Sanit. de Pasteur,865,6.908,770,,19,5.49,15,4.291,"78,2","1,3",2.522,"132,7",5,"26,3"
2024,Municipal,46900182,III,6469,Lincoln,Unid. Sanit. de Roberts,412,8.958,1.523,,319,11.346,31,9.412,"83,0","10,3",2.111,"6,6",9,"2,8"
2024,Municipal,46900191,III,6469,Lincoln,Unid. Sanit. Las Toscas,106,1.692,77,,,,,,,,,,,
2024,Municipal,46900204,III,6469,Lincoln,Sala de Pros. Aux. Bo. La Rural,567,3.325,549,,,,,,,,,,,
2024,Municipal,46900212,III,6469,Lincoln,Sala de Pros. Aux. Bo. Norte,920,5.551,1.263,,,,,,,,,,,
2024,Municipal,46900221,III,6469,Lincoln,Sala de Pros. Aux. Bo. San José,1.228,6.621,614,,,,,,,,,,,
2024,Municipal,46900239,III,6469,Lincoln,Sala de Pros. Aux. de Bermudez,,641,20,,,,,,,,,,,
2024,Municipal,46900247,III,6469,Lincoln,Unid. Sanit. Mat. Infantil,1.142,5.187,1.236,,,,,,,,,,,
2024,Municipal,46900255,III,6469,Lincoln,Sala de Pros. Aux. Bo. Don Vicente,957,6.803,701,,,,,,,,,,,
2024,Municipal,46900352,III,6469,Lincoln,Centro de Día Frida,,,2.314,,,,,25.73,,,,,,
2024,Municipal,7700028,IV,6077,Arrecifes,Hosp. Munic. Santa Francisca Romana,5.909,121.127,11.936,,3.984,33.672,92,12.595,"37,4","43,2",20.784,"5,2",182,"4,6"
2024,Municipal,7700036,IV,6077,Arrecifes,C.A.P.S. Tood,1.024,2.429,107,,,,,,,,,,,
2024,Municipal,7700052,IV,6077,Arrecifes,C.A.P.S. Viña,437,2.629,,,,,,,,,,,,
2024,Municipal,7700061,IV,6077,Arrecifes,C.A.P.S. Bo. FONAVI R. Carrillo,0,12.327,2.415,,,,,,,,,,,
2024,Municipal,7700079,IV,6077,Arrecifes,C.A.P.S. Bo. Santa Teresita,2.274,6.256,616,,,,,,,,,,,
2024,Municipal,7700087,IV,6077,Arrecifes,C.A.P.S. Villa Sanguinetti J. Aguilera,1.059,15.648,1.482,,,,,,,,,,,
2024,Municipal,7700095,IV,6077,Arrecifes,Hogar de Ancianos Josefa Rosello,,,,,34,21.228,58,15.781,"74,3","0,6",15.126,"444,9",6,"17,6"
2024,Municipal,7700109,IV,6077,Arrecifes,C.A.P.S. La Cumbre,146,13.378,1.295,,,,,,,,,,,
2024,Municipal,7700117,IV,6077,Arrecifes,C.A.P.S. Bo. Santa Lina,546,1.777,315,,,,,,,,,,,
2024,Municipal,7700125,IV,6077,Arrecifes,C.A.P.S. Bo. El Sol,,4.412,0,,,,,,,,,,,
2024,Municipal,7000034,IV,6070,Baradero,Hosp. Subz. Gral. Dr. L. Piñeiro,247,66.418,7.998,,2.69,15.372,42,9.196,"59,8","63,9",7.384,"2,7",72,"2,7"
2024,Municipal,7000042,IV,6070,Baradero,C.A.P.S. Carmelo Di Gregorio ,0,4.835,19,,,,,,,,,,,
2024,Municipal,7000051,IV,6070,Baradero,C.A.P.S. Intendente P. Carossi - Alsina,0,11.782,567,,,,,,,,,,,
2024,Municipal,7000069,IV,6070,Baradero,C.A.P.S. Santa Coloma,0,2.56,13,,,,,,,,,,,
2024,Municipal,7000166,IV,6070,Baradero,C.A.P.S. José P. Astigueta,0,6.161,501,,,,,,,,,,,
2024,Municipal,7000174,IV,6070,Baradero,C.A.P.S. Dr. Luis F. Leloir,1.933,8.001,458,,,,,,,,,,,
2024,Municipal,7000204,IV,6070,Baradero,C.A.P.S. Intendente P. Carossi,0,8.128,1.767,,,,,,,,,,,
2024,Municipal,7000212,IV,6070,Baradero,Hogar de Ancianos San José,,,,,14,13.542,37,12.918,"95,4","0,4",4.636,"331,1",0,"0,0"
2024,Municipal,7000239,IV,6070,Baradero,C.A.P.S. Los Patos,,243,,,,,,,,,,,,
2024,Municipal,7000247,IV,6070,Baradero,C.A.P.S. Los Laureles,,266,,,,,,,,,,,,
2024,Municipal,7000298,IV,6070,Baradero,Centro Integrador Comunitario (CIC),2.286,14.114,1.312,,,,,,,,,,,
2024,Municipal,14000015,IV,6140,Capitán Sarmiento,Hosp. Munic. San Carlos,,44.556,160,0,4.245,17.214,47,13.541,"78,7","90,0",13.528,"3,2",81,"1,9"
2024,Municipal,14000023,IV,6140,Capitán Sarmiento,Unid. Sanit. La Luisa,348,1.809,188,,,,,,,,,,,
2024,Municipal,14000040,IV,6140,Capitán Sarmiento,Unid. Sanit. La Loma,772,17.049,16.049,,,,,,,,,,,
2024,Municipal,14000058,IV,6140,Capitán Sarmiento,Unid. Sanit. Dr. J. Espinel Bavio ,1.566,20.853,7.225,,,,,,,,,,,
2024,Municipal,14000066,IV,6140,Capitán Sarmiento,Unid. Sanit. San Cayetano,,288,0,,,,,,,,,,,
2024,Municipal,16100025,IV,6161,Carmen de Areco,C.A.P.S. Tres Sargentos,342,5.787,329,,,,,,,,,,,
2024,Municipal,16100041,IV,6161,Carmen de Areco,C.A.P.S. Gowin,,1.704,52,,,,,,,,,,,
2024,Municipal,16100050,IV,6161,Carmen de Areco,C.A.P.S. Bo. Norte,61,8.644,905,,,,,,,,,,,
2024,Municipal,16100068,IV,6161,Carmen de Areco,C.A.P.S. Bo. Marín,403,7.356,318,,,,,,,,,,,
2024,Municipal,16100076,IV,6161,Carmen de Areco,C.A.P.S. Bo. Abel Etchart,297,5.427,196,,,,,,,,,,,
2024,Municipal,16100092,IV,6161,Carmen de Areco,C.A.P.S. Barrio Altos del Canal,,3.332,596,,,,,,,,,,,
2024,Municipal,16100106,IV,6161,Carmen de Areco,CAPS José Escobedo,,6.352,917,,,,,,,,,,,
2024,Municipal,17500027,IV,6175,Colón,Hosp. Munic. de Colón,3.481,103.002,12.84,,3.979,24.342,67,13.041,"53,6","59,7",10.994,"2,8",164,"4,1"
2024,Municipal,17500035,IV,6175,Colón,Unid. Sanit. El Arbolito,,1.56,,,,,,,,,,,,
2024,Municipal,17500043,IV,6175,Colón,Unid. Sanit. Pearson,,1.451,,,,,,,,,,,,
2024,Municipal,17500051,IV,6175,Colón,Unid. Sanit. Sarasa,,1.546,,,,,,,,,,,,
2024,Municipal,17500086,IV,6175,Colón,Unid. Sanit. 9 de Julio,266,8.144,553,,,,,,,,,,,
2024,Municipal,17500116,IV,6175,Colón,Unid. Sanit. Barracas,,4.531,512,,,,,,,,,,,
2024,Municipal,17500141,IV,6175,Colón,Unid. Sanit. Rivadavia,,4.754,612,,,,,,,,,,,
2024,Municipal,17500159,IV,6175,Colón,Hogar de Ancianos Carlos Stebb,,,,,81,22.692,62,19.855,"87,5","1,3",15.347,"189,5",15,"18,5"
2024,Municipal,62300012,IV,6623,Pergamino,Ctro. de Atenc. Primaria Acevedo Pueblo,,3.242,,,,,,,,,,,,
2024,Municipal,62300021,IV,6623,Pergamino,Ctro. de Atenc. Primaria El Socorro,,3.115,,,,,,,,,,,,
2024,Municipal,62300039,IV,6623,Pergamino,Ctro. de Atenc. Primaria Guerrico,,2.978,,,,,,,,,,,,
2024,Municipal,62300047,IV,6623,Pergamino,Ctro. de Atenc. Primaria La Violeta,,2.487,,,,,,,,,,,,
2024,Municipal,62300055,IV,6623,Pergamino,Ctro. de Atenc. Primaria Manuel Ocampo,,2.971,,,,,,,,,,,,
2024,Municipal,62300063,IV,6623,Pergamino,Ctro. de Atenc. Primaria M. Benítez,,1.493,,,,,,,,,,,,
2024,Municipal,62300128,IV,6623,Pergamino,Ctro. de Atenc. Primaria Pinzón,,2.645,,,,,,,,,,,,
2024,Municipal,62300136,IV,6623,Pergamino,Ctro. de Atenc. Primaria Rancagua,951,3.328,,,,,,,,,,,,
2024,Municipal,62300152,IV,6623,Pergamino,Ctro. de Atenc. Primaria Urquiza,,7.249,,,,,,,,,,,,
2024,Municipal,62300250,IV,6623,Pergamino,Ctro. de Atenc. Primaria M. H. Alfonso,,2.152,,,,,,,,,,,,
2024,Municipal,62300268,IV,6623,Pergamino,Ctro. de Atenc. Primaria Otero,795,11.759,4.071,,,,,,,,,,,
2024,Municipal,62300276,IV,6623,Pergamino,Ctro. de Atenc. Primaria Dr. O. Bustos,1.607,20.293,4.607,,,,,,,,,,,
2024,Municipal,62300284,IV,6623,Pergamino,Ctro. de Atenc. Primaria Virgen de Luján,1.633,14.192,4.249,,,,,,,,,,,
2024,Municipal,62300292,IV,6623,Pergamino,Ctro. de Atenc. Primaria John Kennedy,,12.976,4.021,,,,,,,,,,,
2024,Municipal,62300306,IV,6623,Pergamino,Ctro. de Atenc. Primaria Dra. S. Fernández,,11.409,3.679,,,,,,,,,,,
2024,Municipal,62300314,IV,6623,Pergamino,Ctro. de Atenc. Primaria J. A. de la Peña,,2.725,,,,,,,,,,,,
2024,Municipal,62300322,IV,6623,Pergamino,Ctro. de Atenc. Primaria 12 de Octubre,,25.244,4.829,,,,,,,,,,,
2024,Municipal,62300331,IV,6623,Pergamino,Ctro. de Atenc. Primaria Villa Alicia,,11.374,4.258,,,,,,,,,,,
2024,Municipal,62300349,IV,6623,Pergamino,Ctro. de Atenc. Primaria San José,,,,,,,,,,,,,,
2024,Municipal,62300365,IV,6623,Pergamino,Ctro. de Atenc. Primaria Bo. Acevedo,4.04,37.39,6.35,,,,,,,,,,,
2024,Municipal,62300381,IV,6623,Pergamino,Ctro. de Atenc. Primaria Dr. I. Viglierchio,2.379,12.887,3.62,,,,,,,,,,,
2024,Municipal,62300390,IV,6623,Pergamino,Ctro. de Atenc. Primaria R. Carrillo,1.58,23.239,4.166,,,,,,,,,,,
2024,Municipal,62300438,IV,6623,Pergamino,Ctro. de Atenc. Primaria Raúl Arballo,1.929,12.984,3.958,,,,,,,,,,,
2024,Municipal,66500016,IV,6665,Ramallo,Hosp. J. M. Gomendio,2.722,62.373,14.651,,4.599,34.033,93,20.541,"60,4","49,3",13.704,"3,0",155,"3,4"
2024,Municipal,66500041,IV,6665,Ramallo,Unid. Sanit. Pérez Millán,1.585,18.062,4.568,,,,,,,,,,,
2024,Municipal,66500113,IV,6665,Ramallo,Unid. Sanit. Villa Gral. Savio,992,5.887,817,,,,,,,,,,,
2024,Municipal,66500121,IV,6665,Ramallo,Sala de Pros. Aux. El Paraíso,394,1.601,406,,,,,,,,,,,
2024,Municipal,66500130,IV,6665,Ramallo,Unid. Sanit. Villa Ramallo,1.963,19.936,2.557,,,,,,,,,,,
2024,Municipal,66500148,IV,6665,Ramallo,Unid. Sanit. Dr. S. Cucurullú,,2.398,47,,,,,,,,,,,
2024,Municipal,66500245,IV,6665,Ramallo,Unid. Sanit. Las Bahamas,,,,,,,,,,,,,,
2024,Municipal,68600018,IV,6686,Rojas,C.A.P.S. Carabelas,,17.278,633,,,,,,,,,,,
2024,Municipal,68600034,IV,6686,Rojas,Hosp. Subz. Gral. S. Unzué,5.404,144.349,15.573,,3.816,43.554,119,23.446,"53,8","32,0",17.233,"4,5",139,"3,6"
2024,Municipal,68600051,IV,6686,Rojas,C.A.P.S. R. Obligado,1.02,17.652,686,,,,,,,,,,,
2024,Municipal,68600077,IV,6686,Rojas,C.A.P.S. Bo. Progreso,3.548,17.093,4.848,,,,,,,,,,,
2024,Municipal,68600085,IV,6686,Rojas,C.A.P.S. Bo. Unión,540,7.823,809,,,,,,,,,,,
2024,Municipal,68600093,IV,6686,Rojas,C.A.P.S. Bo. Sta. Teresa,814,6.869,687,,,,,,,,,,,
2024,Municipal,68600123,IV,6686,Rojas,Centro de Atención primaria de la Salud Los Indios,,1.785,,,,,,,,,,,,
2024,Municipal,71400011,IV,6714,Salto,Unid. Sanit. Arroyo Dulce,0,7.317,1.362,,,,,,,,,,,
2024,Municipal,71400020,IV,6714,Salto,Unid. Sanit. Gahan,,5.476,1.824,,,,,,,,,,,
2024,Municipal,71400038,IV,6714,Salto,Unid. Sanit. Inés Indart,426,8.058,241,,,,,,,,,,,
2024,Municipal,71400054,IV,6714,Salto,Hosp. Munic. de Salto Presidente J. D. Perón,4.894,168.314,54.026,,6.151,24.888,68,14.673,"59,0","90,2",13.829,"2,2",146,"2,4"
2024,Municipal,71400071,IV,6714,Salto,Unid. Sanit. Berdier,,4.135,51,,,,,,,,,,,
2024,Municipal,71400160,IV,6714,Salto,Ctro. de Atenc. Primaria Bo. Retiro,946,6.789,5.484,,,,,,,,,,,
2024,Municipal,71400178,IV,6714,Salto,Ctro. de Atenc. Primaria Bo. Trocha,,4.364,6.032,,,,,,,,,,,
2024,Municipal,71400186,IV,6714,Salto,Ctro. de Atenc. Primaria Bo. Alonso,912,4.414,2.943,,,,,,,,,,,
2024,Municipal,71400194,IV,6714,Salto,Ctro. Integrador Comunitario Bo. Molino,919,14.287,5.081,,,,,,,,,,,
2024,Municipal,71400208,IV,6714,Salto,Unid. Sanit. La Invencible,,5.712,16,,,,,,,,,,,
2024,Municipal,71400259,IV,6714,Salto,C.A.P.S Dr. Ramón Carrillo,270,4.092,2.257,,,,,,,,,,,
2024,Municipal,71400291,IV,6714,Salto,Centro de Dia Municipal de Salto,,,,,,,,1.441,,,,,,
2024,Municipal,72800013,IV,6728,San Andrés de Giles,Hosp. Munic. San Andrés,0,43.981,50.911,0,2.641,28.914,79,10.837,"37,5","33,3",10.532,"4,0",119,"4,5"
2024,Municipal,72800021,IV,6728,San Andrés de Giles,Sala de Pros. Aux. de Solís,,949,0,,,,,,,,,,,
2024,Municipal,72800030,IV,6728,San Andrés de Giles,Unid. Sanit. Villa Ruiz,,852,0,,,,,,,,,,,
2024,Municipal,72800048,IV,6728,San Andrés de Giles,Sala de Pros. Aux. de Azcuénaga,,484,0,,,,,,,,,,,
2024,Municipal,72800056,IV,6728,San Andrés de Giles,Sala de Pros. Aux. Sta. Teresita ,,1.464,0,,,,,,,,,,,
2024,Municipal,72800081,IV,6728,San Andrés de Giles,Sala de Pros. Aux. de Villa Espil,,343,,,,,,,,,,,,
2024,Municipal,72800099,IV,6728,San Andrés de Giles,Sala de Pros. Aux. D. Dominé ,,1.214,,,,,,,,,,,,
2024,Municipal,72800102,IV,6728,San Andrés de Giles,Unid. Odontológica Móvil,1.386,,,,,,,,,,,,,
2024,Municipal,72800111,IV,6728,San Andrés de Giles,Sala de Pros. Aux. Monte de Novi,,7.607,277,,,,,,,,,,,
2024,Municipal,72800129,IV,6728,San Andrés de Giles,Sala de Pros. Aux. de Franklin,,994,,,,,,,,,,,,
2024,Municipal,72800137,IV,6728,San Andrés de Giles,C.A.P.S. Ramón Carrillo,,727,,,,,,,,,,,,
2024,Municipal,72800145,IV,6728,San Andrés de Giles,Hogar Geriátrico Nuestra Sra. de Luján,,,,,40,27.084,74,26.81,"99,0","0,5",17.96,"449,0",10,"25,0"
2024,Municipal,73500013,IV,6735,San Antonio de Areco,Unid. Sanit. de Duggan,1.922,25.092,2.168,,,,,,,,,,,
2024,Municipal,73500021,IV,6735,San Antonio de Areco,Hosp. Munic. Emilio Zerboni,2.053,91.885,11.829,7.553,6.059,24,66,12.688,"52,9","92,1",12.665,"2,1",123,"2,0"
2024,Municipal,73500048,IV,6735,San Antonio de Areco,Unid. Sanit. Villa Lía,906,21.892,6.705,257,673,7.686,21,6.289,"81,8","32,0",7.396,"11,0",2,"0,3"
2024,Municipal,73500056,IV,6735,San Antonio de Areco,Ctro. de Atenc. Primaria Dr. Tyrrell,,24.889,3.249,,,,,,,,,,,
2024,Municipal,73500064,IV,6735,San Antonio de Areco,Ctro. de Atenc. Primaria Dr. Disanto,1.532,23.997,3.85,,,,,,,,,,,
2024,Municipal,73500081,IV,6735,San Antonio de Areco,Ctro. de Atenc. Primaria Dr. Dominguez,,17.097,3.744,,,,,,,,,,,
2024,Municipal,73500112,IV,6735,San Antonio de Areco,Centro Integrador Comunitario San Antonio de Areco,,33.221,8.267,,,,,,,,,,,
2024,Municipal,76300015,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Conessa,315,3.605,,,,,,,,,,,,
2024,Municipal,76300023,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. A. Clerici,471,7.711,,,,,,,,,,,,
2024,Municipal,76300040,IV,6763,San Nicolás,Ctro. de Medicina Preventiva Dr. C. Ferreyra,3.698,136.868,23.941,,,,,,,,,,,
2024,Municipal,76300210,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Erezcano,,993,,,,,,,,,,,,
2024,Municipal,76300228,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Dr. O. Ricardini,0,0,0,,,,,,,,,,,
2024,Municipal,76300236,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. San Roque,,223,0,,,,,,,,,,,
2024,Municipal,76300244,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Ntra. Sra. de las Viñas,,,,,,,,,,,,,,
2024,Municipal,76300252,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Dr. R. Lombardi,1.051,5.921,404,,,,,,,,,,,
2024,Municipal,76300261,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Campo Salles,0,4.188,0,,,,,,,,,,,
2024,Municipal,76300279,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. P. D. Wagner,,0,,,,,,,,,,,,
2024,Municipal,76300350,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Ntra. Sra. de Guadalupe,,3.048,132,,,,,,,,,,,
2024,Municipal,76300376,IV,6763,San Nicolás,Ctro. de  Atenc. Primaria Villa Esperanza,,769,,,,,,,,,,,,
2024,Municipal,76300406,IV,6763,San Nicolás,Ctro. de  Atenc. Primaria S. San. Luis Gallo,,272,0,,,,,,,,,,,
2024,Municipal,76300414,IV,6763,San Nicolás,Ctro. de  Atenc. Primaria S. San. Farm. Biasoli,0,0,0,,,,,,,,,,,
2024,Municipal,76300422,IV,6763,San Nicolás,Ctro. de Atenc. 24 horas M. Ramírez  ,,7.482,183,,,,,,,,,,,
2024,Municipal,76300431,IV,6763,San Nicolás,Ctro. de Atenc. 24 horas E. Barbarito,,0,0,,,,,,,,,,,
2024,Municipal,76300457,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Asonia,0,808,0,,,,,,,,,,,
2024,Municipal,76300465,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Villa Canto,,787,,,,,,,,,,,,
2024,Municipal,76300473,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. H. R. Cardinale,0,0,0,,,,,,,,,,,
2024,Municipal,76300503,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. O. Fussi,0,0,0,,,,,,,,,,,
2024,Municipal,76300511,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. R. E. Mayor,,744,,,,,,,,,,,,
2024,Municipal,76300520,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Gral. Savio,,276,0,,,,,,,,,,,
2024,Municipal,76300538,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Virgen del Rosario,,330,,,,,,,,,,,,
2024,Municipal,76300546,IV,6763,San Nicolás,Ctro. de Atenc. 24 horas H. Panzardi,0,1.234,0,,,,,,,,,,,
2024,Municipal,76300571,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. J. Rosello,,1.12,0,,,,,,,,,,,
2024,Municipal,76300619,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. 7 de Septiembre,,1.264,0,,,,,,,,,,,
2024,Municipal,76300627,IV,6763,San Nicolás,Ctro. de Atenc. Primaria S. San. Los Provincianos,,248,0,,,,,,,,,,,
2024,Municipal,76300865,IV,6763,San Nicolás,"Centro de medicina preventiva ""Zona Norte""",4.136,79.621,8.296,,2.616,2.928,8,2.625,"89,7","326,1",2.625,"1,0",0,"0,0"
2024,Municipal,77000015,IV,6770,San Pedro,Hosp. Local 26 de Julio,1.555,24.94,2.646,,249,2.928,8,513,"17,5","31,0",857,"3,4",2,"0,8"
2024,Municipal,77000023,IV,6770,San Pedro,Ctro. de Salud Vuelta de Obligado,,8.414,,,,,,,,,,,,
2024,Municipal,77000031,IV,6770,San Pedro,Ctro. de Salud Dr. Aran Río Tala,1.647,22.046,,,,,,,,,,,,
2024,Municipal,77000074,IV,6770,San Pedro,Hosp. Subz. Gral. Dr. E. Ruffo,3.523,256.174,6.593,,5.102,28.182,77,21.321,"75,7","66,1",20.291,"4,0",232,"4,5"
2024,Municipal,77000082,IV,6770,San Pedro,Hosp. Santa Lucía,1.29,44.613,3.612,,409,24.888,68,21.792,"87,6","6,0",14.771,"36,1",12,"2,9"
2024,Municipal,77000155,IV,6770,San Pedro,Ctro. de Salud y Medicina del Deporte,,7.052,,,,,,,,,,,,
2024,Municipal,77000163,IV,6770,San Pedro,Ctro. de Salud Pueblo Doyle,,8.647,,,,,,,,,,,,
2024,Municipal,77000171,IV,6770,San Pedro,Ctro. de Salud Las Canaletas,,24.655,,,,,,,,,,,,
2024,Municipal,77000180,IV,6770,San Pedro,Ctro. de Salud Villa Depieti,,9.653,,,,,,,,,,,,
2024,Municipal,77000198,IV,6770,San Pedro,Ctro. de Salud 1º de Mayo,,15.988,,,,,,,,,,,,
2024,Municipal,77000201,IV,6770,San Pedro,Ctro. de Salud Mateo Sberg,,10.924,,,,,,,,,,,,
2024,Municipal,77000210,IV,6770,San Pedro,Ctro. de Salud Federico Rosito,,6.813,,,,,,,,,,,,
2024,Municipal,77000228,IV,6770,San Pedro,Ctro. de Salud Los Aromos,,10.082,,,,,,,,,,,,
2024,Municipal,77000244,IV,6770,San Pedro,Ctro. de Salud La Buena Moza,,5.9,,,,,,,,,,,,
2024,Municipal,77000261,IV,6770,San Pedro,Ctro. de Salud Arco Iris,,12.172,,,,,,,,,,,,
2024,Municipal,77000279,IV,6770,San Pedro,Ctro. de Salud Bajo Campodónico,,5.448,,,,,,,,,,,,
2024,Municipal,77000287,IV,6770,San Pedro,Ctro. Integrador Comunitario,,23.538,,,,,,,,,,,,
2024,Municipal,12600017,V,6126,Campana,Hogar municipal para personas con discapacidad,,,,,9,11.712,32,3.914,"33,4","0,3",1.081,"120,1",0,"0,0"
2024,Municipal,12600021,V,6126,Campana,CAPS Barrio San Felipe Dra. María Nélida Goris,,10.566,2.952,,,,,,,,,,,
2024,Municipal,12600022,V,6126,Campana,CAPS Barrio Las acacias Enfermera Leonor Ana Paredes,,13.693,4.316,,,,,,,,,,,
2024,Municipal,12600024,V,6126,Campana,CAPS Barrio Las campanas Dr. Rubén Alberto Perea ,1.144,12.015,3.376,,,,,,,,,,,
2024,Municipal,12600040,V,6126,Campana,Hospital San José,13.586,448.508,42.277,30.415,16.584,46.209,127,46.163,"98,5","131,0",45.917,"2,8",287,"1,7"
2024,Municipal,12600058,V,6126,Campana,C.A.P.S. Nº 1 Del Pino,,16.635,5.099,,,,,,,,,,,
2024,Municipal,12600074,V,6126,Campana,C.A.P.S. Nº 6 Villanueva,3.113,28.978,7.482,,,,,,,,,,,
2024,Municipal,12600082,V,6126,Campana,C.I.C Nº 3 Lubo,3.158,103.426,8.803,,,,,,,,,,,
2024,Municipal,12600104,V,6126,Campana,C.IC. Nº 4 San Cayetano,2.815,100.225,7.568,,,,,,,,,,,
2024,Municipal,12600163,V,6126,Campana,C.A.P.S. Nº 5 Ariel del Plata,,14.106,4.631,,,,,,,,,,,
2024,Municipal,12600171,V,6126,Campana,C.A.P.S. Nº 8 Islas,955,8.99,1.861,,,,,,,,,,,
2024,Municipal,12600180,V,6126,Campana,C.A.P.S. Nº 2 Otamendi,,4.247,1.822,,,,,,,,,,,
2024,Municipal,12600228,V,6126,Campana,C.A.P.S. Nº 7 Las Acacias,,16.747,3.843,,,,,,,,,,,
2024,Municipal,12600236,V,6126,Campana,C.A.P.S. Nº 12 San Felipe,,13.747,4.001,,,,,,,,,,,
2024,Municipal,12600244,V,6126,Campana,C.A.P.S. Nº 11 Santa Lucía,,18.136,3.974,,,,,,,,,,,
2024,Municipal,12600252,V,6126,Campana,C.A.P.S. Nº 10,2.907,25.597,6.592,,,,,,,,,,,
2024,Municipal,12600261,V,6126,Campana,C.I.C. Nº 25 9 de Julio ,,124.652,6.106,,,,,,,,,,,
2024,Municipal,12600279,V,6126,Campana,C.A.P.S. Nº 14 Las Praderas,2.747,21.467,6.526,,,,,,,,,,,
2024,Municipal,12600295,V,6126,Campana,C.A.P.S. Nº 15 Río Paraná,,7.607,1.692,,,,,,,,,,,
2024,Municipal,12600309,V,6126,Campana,C.A.P.S. Nº 16 San Jacinto,,94.171,4.282,,,,,,,,,,,
2024,Municipal,12600317,V,6126,Campana,C.A.P.S. Nº 17 Las Campanas,2.895,15.185,6.783,,,,,,,,,,,
2024,Municipal,12600325,V,6126,Campana,C.A.P.S. Nº 18 Siderca,,19.246,6.124,,,,,,,,,,,
2024,Municipal,12600333,V,6126,Campana,C.A.P.S. Nº 19 ,,,,,,,,,,,,,,
2024,Municipal,12600341,V,6126,Campana,C.A.P.S. Nº 20 Sarmiento,,15.515,5.537,,,,,,,,,,,
2024,Municipal,12600350,V,6126,Campana,C.A.P.S. Nº 21 Albizola,,14.588,2.288,,,,,,,,,,,
2024,Municipal,12600376,V,6126,Campana,Unid. Sanit. La Posta ,2.717,20.568,5.154,,,,,,,,,,,
2024,Municipal,12600384,V,6126,Campana,C.A.P.S. Nº 22 Canal Martín Irigoyen,1.261,10.229,3.896,,,,,,,,,,,
2024,Municipal,12600392,V,6126,Campana,Hogar de Ancianos San José,,,,,38,13.908,38,13.659,"98,2","1,0",10.494,"276,2",3,"7,9"
2024,Municipal,12600406,V,6126,Campana,C.A.P.S. Nº 24 Los Pioneros,,14.326,4.698,,,,,,,,,,,
